index,text,date,year
1773,Indian  Railways journey even without fog is so painful. My train almost 18 hrs late. @sureshpprabhu  @PMOIndia,"Dec 26, 2016",2016
1774,"Indian  Railways doubles the compensation for those killed/ injured in rail accident with effect from Jan 1 '17- ADG(PR) Railways ,Anil Saxena","Dec 29, 2016",2016
1775,Railway Minister @sureshpprabhu reviews safety performance of Indian  #Railways  .,"Dec 29, 2016",2016
1776,Where does Indian  railways goes on lots of mishaps have been happening in recent days will railway ministry make sure safety  @RailMinIndia,"Dec 28, 2016",2016
1777,I simply love BBC4's Indian Hill Railways . It takes me back to some of my favourite journeys in the world,"Dec 14, 2016",2016
1778,Railway Sports Promotion Board organised a felicitation function to honour Olympians belong to Indian  Railways including players and coaches,"Dec 16, 2016",2016
1779,britains railways now resemble indian trains.hanging from the roof...,"Dec 21, 2016",2016
1780,RT RailMinIndia: 26/ Detailed action plan has also been chalked out for retro-fitting and renovate all the Indian  Railways Rolling Stock in…,"Dec 11, 2016",2016
1781,"Indian  Railways . Getting transformation#
Happy to see lots of changes in Indian  railways .
Thank u to @sureshpprabhu ji & railway staff","Dec 11, 2016",2016
1782,Indian  Railways promoting #CashlessKotaBundi,"Dec 27, 2016",2016
1783,"Sports luminaries & former Olympians of Indian  Railways on 28th Dec, 2016  at National Rail Museum, New Delhi Function will start at 5:45 pm","Dec 26, 2016",2016
1784,Indian  #Railways  doubled compensation for passengers those killed or injured in rail accident.,"Dec 27, 2016",2016
1785,"Indian  Railways is getting better day by day. packed food of comsum, instant chai is a great step. Thank you @sureshpprabhu   @RailMinIndia","Dec 28, 2016",2016
1786,Hikes in reservation charges by  @RailMinIndia   Indian  railways but no assurance of life. No other alternate please suggest @sureshpprabhu ji.,"Dec 18, 2016",2016
1787,How long will it take to implement cab signalling in Indian  railways to avoid delays and cancellations due to fog ?  @RailMinIndia   @PMOIndia,"Dec 21, 2016",2016
1788,"Finance Minister Arun Jaitley said rail passengers need to pay for services, outlining a vision for the Indian  Railways   #IndianRailways","Dec 7, 2016",2016
1789,Indian  railways are fab now ...,"Dec 20, 2016",2016
1790,Thnk U  @drmnfr_lmg @drm_tsk   @RailMinIndia  Hats off to d new OBHS initiative.These services r taking Indian  Railways to a whole new level,"Dec 29, 2016",2016
1791,Train no 14206 arrived at Raudali while running status from Indian  railways shows it at departed from salarpur.  @RailMinIndia   @sureshpprabhu,"Dec 23, 2016",2016
1792,what is with Indian  railways derailing across the country? mirrors the demonetisation story!,"Dec 16, 2016",2016
1793,britains railways now resemble indian trains.hanging from the roof...,"Dec 21, 2016",2016
1794,PMOIndia: The doubling will ease the traffic bottlenecks and will bring more revenue to Indian  Railways by capacity enhancement of the rout…,"Dec 21, 2016",2016
1795,I simply love BBC4's Indian Hill Railways . It takes me back to some of my favourite journeys in the world,"Dec 14, 2016",2016
1796,"Welcome to Indian  Railways Fare of 3rd tier AC =Fare of Flight 
WL not confirmed- then also pay charge
Platform/trains as dirty as ever","Dec 7, 2016",2016
1797,Indian  railways are fab now ...,"Dec 20, 2016",2016
1798,Thnk U  @drmnfr_lmg @drm_tsk   @RailMinIndia  Hats off to d new OBHS initiative.These services r taking Indian  Railways to a whole new level,"Dec 29, 2016",2016
1799,RT RailMinIndia: 26/ Detailed action plan has also been chalked out for retro-fitting and renovate all the Indian  Railways Rolling Stock in…,"Dec 11, 2016",2016
1800,what is with Indian  railways derailing across the country? mirrors the demonetisation story!,"Dec 16, 2016",2016
1801,"Indian  Railways Customer Care through Twitter is amazing. 
Please follow Trivandrum division @TVC138","Dec 21, 2015",2015
1802,Indian  Railways religiously adding 5 minute to how late a train is going to arrive is the most consistent thing in Indian  Railways .,"Dec 26, 2015",2015
1803,Indian  Railways should at the least not ask an IVRS feedback before the train arrives at the station.,"Dec 26, 2015",2015
1804,Ennore to Chennai Central must be the slowest track on Indian  Railways .,"Dec 27, 2015",2015
1805,"ALERT: Train derails. 15632 Barmer-Guwahati Express derails before Buxar station on Indian  Railways , one AC bogey down @railtube","Dec 13, 2015",2015
1806,Indian  Railways increases tatkal ticket charges,"Dec 23, 2015",2015
1807,"Colonel LV Raju, Kernex Microsystems: Indian  Railways require $135bn to upgrade the infrastructure. #BuildingIndia","Dec 22, 2015",2015
1808,Indian  Railways creating fund worth over Rs.1 lakh crore to improve safety standards #Rlys invites ideas from public for next Rail Budget,"Dec 17, 2015",2015
1809,"Glad to hear praises news about Indian  Railways , the help which you are doing to passengers at the time of need is incredible @sureshpprabhu","Dec 11, 2015",2015
1810,"Turnaround Indian  railways has seen in last 18 months is truly remarkable! !!
Kodus to hardworking minister and his team. @sureshpprabhu","Dec 26, 2015",2015
1811,Indian  Railways has been completely hijacked by agents. No way you can book a confirmed berth now a days without seeking help of touts!,"Dec 26, 2015",2015
1812,"Colonel LV Raju, Kernex Microsystems: Indian  Railways require $135bn to upgrade the infrastructure. #BuildingIndia","Dec 22, 2015",2015
1813,Govt: #Cabinet approves forming JV with states to setup rail infra projects. Indian  Railways to pick up stake in rail JVs with states.,"Dec 30, 2015",2015
1814,#3Novices : Atal Bihari Vajpayee`s birthday: Special train from his ancestral village to flag off The Indian  Railways will launch a new tra…,"Dec 24, 2015",2015
1815,IIT Madras signs MoU with Indian  Railways on research for advancement of technology  @RailMinIndia   @iitmadras,"Dec 22, 2015",2015
1816,delay from subbers can sometimes be as bad as Indian  railways okay that might be an exaggeration,"Dec 20, 2015",2015
1817,Indian  Railways hiking charges every now & then but the root of the problem lies in the 20k+ employees which have to be made redundant!,"Dec 24, 2015",2015
1818,"Indian  Railways Customer Care through Twitter is amazing. 
Please follow Trivandrum division @TVC138","Dec 21, 2015",2015
1819,"ALERT: Train derails. 15632 Barmer-Guwahati Express derails before Buxar station on Indian  Railways , one AC bogey down @railtube","Dec 13, 2015",2015
1820,Ennore to Chennai Central must be the slowest track on Indian  Railways .,"Dec 27, 2015",2015
1821,Indian  Railways should at the least not ask an IVRS feedback before the train arrives at the station.,"Dec 26, 2015",2015
1822,Indian  Railways religiously adding 5 minute to how late a train is going to arrive is the most consistent thing in Indian  Railways .,"Dec 26, 2015",2015
1823,Indian  Railways has been completely hijacked by agents. No way you can book a confirmed berth now a days without seeking help of touts!,"Dec 26, 2015",2015
1824,"Must admit, Indian  Railways   @RailMinIndia  has made quantum improvement in services, facilities and cleanliness. Work shows @sureshpprabhu","Dec 23, 2015",2015
1825,"Great response, great change in indian railway . Thank you @sureshpprabhu sir .  @railminindia   #BhopalShatabdi","Dec 20, 2015",2015
1826,Indian  Railways filling up 18252 vacancies in various functions. Check out Indian  Railways website to apply online.  @RailMinIndia   .,"Dec 27, 2015",2015
1827,WTF? #NaMoReportCard2015 ! Indian  Railways and its Passengers are begging for mercy.. focus should be on them not #BulletTrain  #CommonSense ?,"Dec 29, 2015",2015
1828,Govt: #Cabinet approves forming JV with states to setup rail infra projects. Indian  Railways to pick up stake in rail JVs with states.,"Dec 30, 2015",2015
1829,"Overall Indian  Railways earned Rs.17,234 crores more as compared to financial year 2013-2014 :) #NaMoReportCard2015 Well done","Dec 29, 2015",2015
1830,My kids doll house has bigger pillows than those given by indian  railways  #railmantri  #sureshprabhu   #IndianRailways  14853 late by 6 hours,"Dec 29, 2015",2015
1831,.  @RailMinIndia  trains not being on time is where Indian  railways is lagging behind compared to rest of the world. @sureshpprabhu,"Dec 20, 2015",2015
1832,"Indian  Railways is acting like a mafia. Usurping public money for more than 120 days in the name of reservation. Raised gates. Tatkal cgs,","Dec 25, 2015",2015
1833,Gud to c railway police patrolling inside d compartments. #Indian   railways,"Dec 22, 2015",2015
1834,"Indian  Railways and Google come together for WiFi connection. After all, connectivity is something that connects both IR and Google.","Dec 26, 2015",2015
1835,Wonder if they can pull this vegetarian stunt on Indian  Railways,"Dec 26, 2015",2015
1836,"Admire the ""let's do more"" attitude of  @RailMinIndia  & @sureshpprabhu which is helping Indian  Railways to scale new heights.","Dec 25, 2015",2015
1837,Indian  Railways increases tatkal ticket charges @timesofindia,"Dec 23, 2015",2015
1838,#Exclusive : @sureshpprabhu : #Bullet train a partnership between Indian and Japanese #railways,"Dec 18, 2015",2015
1839,"#ModiCabinetRocks  @sureshpprabhu Sir, I can't wait to come to India and travel in Indian  Railways .. hearing so many great updates!","Dec 30, 2015",2015
1840,"First, get spammed by @BSEIndia about Indian  Railways , and then the Unsubscribe link in the mail doesn't work. #facepalm","Dec 24, 2015",2015
1841,"Typical Indian mentality - ppl want services, facilities, comfort, modernisation of railways , but don't want to pay for it all  @RailMinIndia","Dec 24, 2015",2015
1842,WTF? #NaMoReportCard2015 ! Indian  Railways and its Passengers are begging for mercy.. focus should be on them not #BulletTrain  #CommonSense ?,"Dec 29, 2015",2015
1843,Indian  Railways filling up 18252 vacancies in various functions. Check out Indian  Railways website to apply online.  @RailMinIndia   .,"Dec 27, 2015",2015
1844,Indian  Railways hiking charges every now & then but the root of the problem lies in the 20k+ employees which have to be made redundant!,"Dec 24, 2015",2015
1845,"Must admit, Indian  Railways   @RailMinIndia  has made quantum improvement in services, facilities and cleanliness. Work shows @sureshpprabhu","Dec 23, 2015",2015
1846,"#ModiCabinetRocks  @sureshpprabhu Sir, I can't wait to come to India and travel in Indian  Railways .. hearing so many great updates!","Dec 30, 2015",2015
1847,"First, get spammed by @BSEIndia about Indian  Railways , and then the Unsubscribe link in the mail doesn't work. #facepalm","Dec 24, 2015",2015
1848,"Typical Indian mentality - ppl want services, facilities, comfort, modernisation of railways , but don't want to pay for it all  @RailMinIndia","Dec 24, 2015",2015
1849,"Turnaround Indian  railways has seen in last 18 months is truly remarkable! !!
Kodus to hardworking minister and his team. @sureshpprabhu","Dec 26, 2015",2015
1850,"Indian  Railways , on which the common man travels, is being changed for the better. #MODIfied2015  @TigerNaMo  @SanghParivarOrg  #iSupportNamo","Dec 26, 2015",2015
1851,#3Novices : Atal Bihari Vajpayee`s birthday: Special train from his ancestral village to flag off The Indian  Railways will launch a new tra…,"Dec 24, 2015",2015
1852,IIT Madras signs MoU with Indian  Railways on research for advancement of technology  @RailMinIndia   @iitmadras,"Dec 22, 2015",2015
1853,"Colonel LV Raju, Kernex Microsystems: Indian  Railways require $135bn to upgrade the infrastructure. #BuildingIndia","Dec 22, 2015",2015
1854,"Indian  Railways Customer Care through Twitter is amazing. 
Please follow Trivandrum division @TVC138","Dec 21, 2015",2015
1855,"ALERT: Train derails. 15632 Barmer-Guwahati Express derails before Buxar station on Indian  Railways , one AC bogey down @railtube","Dec 13, 2015",2015
1856,Ennore to Chennai Central must be the slowest track on Indian  Railways .,"Dec 27, 2015",2015
1857,Indian  Railways should at the least not ask an IVRS feedback before the train arrives at the station.,"Dec 26, 2015",2015
1858,Indian  Railways religiously adding 5 minute to how late a train is going to arrive is the most consistent thing in Indian  Railways .,"Dec 26, 2015",2015
1859,Indian  Railways has been completely hijacked by agents. No way you can book a confirmed berth now a days without seeking help of touts!,"Dec 26, 2015",2015
1860,"Turnaround Indian  railways has seen in last 18 months is truly remarkable! !!
Kodus to hardworking minister and his team. @sureshpprabhu","Dec 26, 2015",2015
1861,Govt: #Cabinet approves forming JV with states to setup rail infra projects. Indian  Railways to pick up stake in rail JVs with states.,"Dec 30, 2015",2015
1862,#3Novices : Atal Bihari Vajpayee`s birthday: Special train from his ancestral village to flag off The Indian  Railways will launch a new tra…,"Dec 24, 2015",2015
1863,IIT Madras signs MoU with Indian  Railways on research for advancement of technology  @RailMinIndia   @iitmadras,"Dec 22, 2015",2015
1864,delay from subbers can sometimes be as bad as Indian  railways okay that might be an exaggeration,"Dec 20, 2015",2015
1865,"Colonel LV Raju, Kernex Microsystems: Indian  Railways require $135bn to upgrade the infrastructure. #BuildingIndia","Dec 22, 2015",2015
1866,"Indian  Railways Customer Care through Twitter is amazing. 
Please follow Trivandrum division @TVC138","Dec 21, 2015",2015
1867,"ALERT: Train derails. 15632 Barmer-Guwahati Express derails before Buxar station on Indian  Railways , one AC bogey down @railtube","Dec 13, 2015",2015
1868,Ennore to Chennai Central must be the slowest track on Indian  Railways .,"Dec 27, 2015",2015
1869,Indian  Railways should at the least not ask an IVRS feedback before the train arrives at the station.,"Dec 26, 2015",2015
1870,Indian  Railways religiously adding 5 minute to how late a train is going to arrive is the most consistent thing in Indian  Railways .,"Dec 26, 2015",2015
1871,Indian  Railways has been completely hijacked by agents. No way you can book a confirmed berth now a days without seeking help of touts!,"Dec 26, 2015",2015
1872,"Turnaround Indian  railways has seen in last 18 months is truly remarkable! !!
Kodus to hardworking minister and his team. @sureshpprabhu","Dec 26, 2015",2015
1873,Govt: #Cabinet approves forming JV with states to setup rail infra projects. Indian  Railways to pick up stake in rail JVs with states.,"Dec 30, 2015",2015
1874,delay from subbers can sometimes be as bad as Indian  railways okay that might be an exaggeration,"Dec 20, 2015",2015
1875,#3Novices : Atal Bihari Vajpayee`s birthday: Special train from his ancestral village to flag off The Indian  Railways will launch a new tra…,"Dec 24, 2015",2015
1876,IIT Madras signs MoU with Indian  Railways on research for advancement of technology  @RailMinIndia   @iitmadras,"Dec 22, 2015",2015
1877,Govt: #Cabinet approves forming JV with states to setup rail infra projects. Indian  Railways to pick up stake in rail JVs with states.,"Dec 30, 2015",2015
1878,delay from subbers can sometimes be as bad as Indian  railways okay that might be an exaggeration,"Dec 20, 2015",2015
1879,"Colonel LV Raju, Kernex Microsystems: Indian  Railways require $135bn to upgrade the infrastructure. #BuildingIndia","Dec 22, 2015",2015
1880,"Indian  Railways Customer Care through Twitter is amazing. 
Please follow Trivandrum division @TVC138","Dec 21, 2015",2015
1881,"ALERT: Train derails. 15632 Barmer-Guwahati Express derails before Buxar station on Indian  Railways , one AC bogey down @railtube","Dec 13, 2015",2015
1882,Ennore to Chennai Central must be the slowest track on Indian  Railways .,"Dec 27, 2015",2015
1883,Indian  Railways should at the least not ask an IVRS feedback before the train arrives at the station.,"Dec 26, 2015",2015
1884,Indian  Railways religiously adding 5 minute to how late a train is going to arrive is the most consistent thing in Indian  Railways .,"Dec 26, 2015",2015
1885,Indian  Railways has been completely hijacked by agents. No way you can book a confirmed berth now a days without seeking help of touts!,"Dec 26, 2015",2015
1886,"Turnaround Indian  railways has seen in last 18 months is truly remarkable! !!
Kodus to hardworking minister and his team. @sureshpprabhu","Dec 26, 2015",2015
1887,Govt: #Cabinet approves forming JV with states to setup rail infra projects. Indian  Railways to pick up stake in rail JVs with states.,"Dec 30, 2015",2015
1888,#3Novices : Atal Bihari Vajpayee`s birthday: Special train from his ancestral village to flag off The Indian  Railways will launch a new tra…,"Dec 24, 2015",2015
1889,IIT Madras signs MoU with Indian  Railways on research for advancement of technology  @RailMinIndia   @iitmadras,"Dec 22, 2015",2015
1890,delay from subbers can sometimes be as bad as Indian  railways okay that might be an exaggeration,"Dec 20, 2015",2015
1891,"Colonel LV Raju, Kernex Microsystems: Indian  Railways require $135bn to upgrade the infrastructure. #BuildingIndia","Dec 22, 2015",2015
1892,"Indian  Railways Customer Care through Twitter is amazing. 
Please follow Trivandrum division @TVC138","Dec 21, 2015",2015
1893,"ALERT: Train derails. 15632 Barmer-Guwahati Express derails before Buxar station on Indian  Railways , one AC bogey down @railtube","Dec 13, 2015",2015
1894,Ennore to Chennai Central must be the slowest track on Indian  Railways .,"Dec 27, 2015",2015
1895,Indian  Railways should at the least not ask an IVRS feedback before the train arrives at the station.,"Dec 26, 2015",2015
1896,Indian  Railways religiously adding 5 minute to how late a train is going to arrive is the most consistent thing in Indian  Railways .,"Dec 26, 2015",2015
1897,Indian  Railways has been completely hijacked by agents. No way you can book a confirmed berth now a days without seeking help of touts!,"Dec 26, 2015",2015
1898,"Turnaround Indian  railways has seen in last 18 months is truly remarkable! !!
Kodus to hardworking minister and his team. @sureshpprabhu","Dec 26, 2015",2015
1899,IIT Madras signs MoU with Indian  #Railways  on research for advancement of technology,"Dec 26, 2015",2015
1900,Hats Off to @sureshpprabhu Sir. Food quality in Indian  Railways has improved a lot. I Had tasty dinner in 12976. Thanks to you. Good night.,"Dec 21, 2015",2015
1901,"Happy Holidays and a great New Year from all of us at INDIAN  RAILWAYS . May the  New Year bring  all of us good cheer, peace , fun &, travel.","Dec 29, 2015",2015
1902,"Indian  railways carries around 23 million passengers everyday,which is more than population of Australia #ShockingThing","Dec 30, 2015",2015
1903,# Indian  railways will always be Indian  railways . Just imagine travelling in bullet trains with our own bed rolls and lunch/dinner packets:P,"Dec 25, 2015",2015
1904,Transforming in Indian  Railways . @sureshpprabhu   @RailMinIndia   #MODIfied2015,"Dec 26, 2015",2015
1905,#BREAKING | Indian  Railways increases #tatkalticket charges,"Dec 23, 2015",2015
1906,17th November'15 Indian  Railways hiked minimum train fare from Rs 5 to Rs 10 #RailLooteriBJP,"Dec 30, 2015",2015
1907,Indian  Railways has total 1.4 million employees which is equivalent2 the entire population of many countries. #बहुत_कम_लोगो_को_पता_है,"Dec 27, 2015",2015
1908,Transformation of Indian  Railways into Passenger friendly and clean Railways  #NaMoReportCard2015,"Dec 28, 2015",2015
1909,T3 : @sudhirchaudhary sir great report about Indian  railways . ...,"Dec 29, 2015",2015
1910,@RailMinIndia @@PMOIndia: Grt 2C tht Indian  Railways customers gt email directly frm Prabhu.Grt example of Govt2 ppl connect.Bravo PM Modi.,"Dec 21, 2015",2015
1911,Anyone give me the link of the tweet where Indian  Railways accepted guilt in demolition of the slums?,"Dec 23, 2015",2015
1912,Indian  railways reaching great heights under Mr Suresh Prabhu. Kudos to you Sir.  #IndianRailways,"Dec 26, 2015",2015
1913,"Travelling in Indian  railways is always a beautiful experience... 
Best place to learn do's &don't of life  #IndianRailways","Dec 25, 2015",2015
1914,Why do the doors of AC coaches of Indian  Railways open inwards while exiting? Isn't that unsafe for emergency situations?,"Dec 19, 2015",2015
1915,T3 : @sudhirchaudhary sir great report about Indian  railways . ...,"Dec 29, 2015",2015
1916,@RailMinIndia @@PMOIndia: Grt 2C tht Indian  Railways customers gt email directly frm Prabhu.Grt example of Govt2 ppl connect.Bravo PM Modi.,"Dec 21, 2015",2015
1917,Anyone give me the link of the tweet where Indian  Railways accepted guilt in demolition of the slums?,"Dec 23, 2015",2015
1918,Indian  railways reaching great heights under Mr Suresh Prabhu. Kudos to you Sir.  #IndianRailways,"Dec 26, 2015",2015
1919,"Indian  railways carries around 23 million passengers everyday,which is more than population of Australia #ShockingThing","Dec 30, 2015",2015
1920,"Travelling in Indian  railways is always a beautiful experience... 
Best place to learn do's &don't of life  #IndianRailways","Dec 25, 2015",2015
1921,Indian  Railways has total 1.4 million employees which is equivalent to t entire population of many countries such as Trinidad #ShockingThing,"Dec 30, 2015",2015
1922,Travelling in Indian  Railways is a better experience niw. Stations are clean and so is the train & washrooms.  #Indianrailways   #sureshprabhu,"Dec 26, 2015",2015
1923,on 17th November'15 Indian  Railways hiked minimum train fare from Rs 5 to Rs 10 #RailLooteriBJP,"Dec 30, 2015",2015
1924,"Indian  Railways Reservation Enquiry, PNR Status, Running Status, Time Table, Train Route, Route Map, Arrival/Departure, Far","Dec 28, 2015",2015
1925,"Indian  railways turnaround has been the real growth story of modi govt.Clean platforms, real time response. #मोदीमय2015","Dec 27, 2015",2015
1926,"If there is one leader who can pull Indian  Railways out of the rut, it's @sureshpprabhu . More power to him.","Dec 30, 2015",2015
1927,Google's public WiFi for Indian  railways will go live in starting January. Mumbai Central to be the first station. @the_hindu,"Dec 16, 2015",2015
1928,Indian National Congress made Railways the life line of India. #RailLooteriBJP  #ModiFailures2015  #RailLooteriBJP,"Dec 30, 2015",2015
1929,Moved away from traveling using  #IndianRailways  due poor service. @sureshpprabhu Sir has got me book my next travel with Indian  railways !!,"Dec 30, 2015",2015
1930,Common people are the most important target group for Indian  Railways and their expectations will be met. says Rly Minister. @sureshpprabhu,"Dec 28, 2015",2015
1931,"Indian  Railways runs about 14,300 trains daily. Untouched market for #startups .","Dec 28, 2015",2015
1932,#RailLooteriBJP 17th November'15 Indian  Railways hiked minimum train fare from Rs 5 to Rs 10.,"Dec 30, 2015",2015
1933,Why is Railway Minister hell bent to hike prices l and harass the users of Indian  Railways .Can any one give him a saner advise,"Dec 24, 2015",2015
1934,"Watch word for Indian  Railways is 'making promises true'and Customer Service with quality is the aim."" says Railway Minister @sureshpprabhu","Dec 28, 2015",2015
1935,"26 MW Windmill Plant installed at Fatehgarh in Jaisalmer, Rajasthan as a part of green initiative of Indian  Railways .  @RailMinIndia","Dec 30, 2015",2015
1936,BREAKING | Indian  Railways increases #tatkalticket charges,"Dec 23, 2015",2015
1937,Indian  Railways carries 2.4 crore people daily. Equal to Australian population. Carries 840 crore people yearly &gt; population of the world,"Dec 28, 2015",2015
1938,Breaking: Indian  railways increases tatkal ticket charges!,"Dec 23, 2015",2015
1939,"My train is running 4 hours late..

Bullet train baad main chalaana feku ji..pehle Indian  Railways thik se chalva do plz...","Dec 26, 2015",2015
1940,"26 MW Windmill Plant installed at Fatehgarh in Jaisalmer, Rajasthan as a part of green initiative of Indian  Railways .  @RailMinIndia","Dec 30, 2015",2015
1941,BREAKING | Indian  Railways increases #tatkalticket charges,"Dec 23, 2015",2015
1942,Indian  Railways carries 2.4 crore people daily. Equal to Australian population. Carries 840 crore people yearly &gt; population of the world,"Dec 28, 2015",2015
1943,Breaking: Indian  railways increases tatkal ticket charges!,"Dec 23, 2015",2015
1944,"My train is running 4 hours late..

Bullet train baad main chalaana feku ji..pehle Indian  Railways thik se chalva do plz...","Dec 26, 2015",2015
1945,MY STORY: Our AC Coach Was Not Cooling. Until I Sent an SMS to the Indian  Railways Complaint Number,"Dec 29, 2015",2015
1946,Indian  Railways carries 2.4 crore people daily. Equal to Australian population. Carries 840 crore people yearly > population of the world.,"Dec 28, 2015",2015
1947,Do you know that there are more people employed in  @RailMinIndia    #IndianRailways  than in Indian armed forces #respect,"Dec 27, 2015",2015
1948,We still don't hav a MUG in toilets is a  simple example for Indian  Railways suckd for last 50 yrs!  #indianrailways,"Dec 26, 2015",2015
1949,17th November'15 Indian  Railways hiked minimum train fare from Rs 5 to Rs 10 #RailLooteriBJP,"Dec 30, 2015",2015
1950,Amazing facilities and cleaning at SECUNDERABAD STATION. @sureshpprabhu   @RailMinIndia  keep it up Indian  Railways . #SwachhBharat,"Dec 27, 2015",2015
1951,#BREAKING | Indian  Railways increases #tatkalticket charges,"Dec 23, 2015",2015
1952,"The biggest example of #MODIfied2015 is seen in our Indian  Railways and Power sector, both inherited as totally corrupt and almost bankrupt","Dec 26, 2015",2015
1953,Indian  Railways be like aap Xmas me Cake Khaao aur hum Tatkal ka bhaada badha ke apka khoon paseena khaenge,"Dec 24, 2015",2015
1954,#Indian   Railways - A lot has improved from the last year. Impressed.,"Dec 24, 2015",2015
1955,"The Indian  Railways , on which the common man travels, is being changed for the better. #NaMoRocks2015","Dec 29, 2015",2015
1956,"Listening to snores in Raag Bhupali, that's a night in Indian  Railways for you.","Dec 18, 2015",2015
1957,"Tu Indian  Railways , Main Waiting List","Dec 26, 2015",2015
1958,"As such traveling with an infant is a task.Thanks to Indian  railways , horribly stinking coach &cockroaches makes it even worst  @RailMinIndia","Dec 25, 2015",2015
1959,"Thanks to Indian  railways , I just offloaded some 20 cockroaches to Mumbai, which got into my luggage from Parasuram express. @sureshpprabhu","Dec 27, 2015",2015
1960,"Respected PM, kindly have talk on Indian  Railways , its future and capabilities of providing revenues and jobs,it joins our nation#MannKiBaat","Dec 21, 2015",2015
1961,"Coal production this year grew by over 9%, thanks to Indian  Railways : Piyush Goyal","Dec 23, 2015",2015
1962,Cabinet clears formation of JVs between Indian  Railways and states #London_Asia_Forex,"Dec 30, 2015",2015
1963,"Indian  Railways such. U don't think, each n every train in India can run on time EVER. Even 50% trains can't run on time, leave alone all","Dec 27, 2015",2015
1964,"Experience the whole new Indian  Railways - Tap to translate, Wi-Fi at railway stations: @sundarpichai takeaways  @RailMinIndia","Dec 20, 2015",2015
1965,Dear @sureshpprabhu I received your presentation on Indian  Railways .Most of us are in no mood to open that after you have hiked tatkal rates,"Dec 25, 2015",2015
1966,Everytime something good is said about Indian  Railways you retweet. I appreciate but plz c about Lonand Pandharpur railway. @sureshpprabhu,"Dec 22, 2015",2015
1967,"Dear @sureshpprabhu sir dont treat Indian  railways as Profit-Loss company, it serves far more purposes. #Fuel Efficiency, less #Pollution .","Dec 23, 2015",2015
1968,Why do the doors of AC coaches of Indian  Railways open inwards while exiting? Isn't that unsafe for emergency situations?,"Dec 19, 2015",2015
1969,"Happy Holidays and a great New Year from all of us at INDIAN  RAILWAYS . May the  New Year bring  all of us good cheer, peace , fun &, travel.","Dec 29, 2015",2015
1970,"Indian  Railways such. U don't think, each n every train in India can run on time EVER. Even 50% trains can't run on time, leave alone all","Dec 27, 2015",2015
1971,"Experience the whole new Indian  Railways - Tap to translate, Wi-Fi at railway stations: @sundarpichai takeaways  @RailMinIndia","Dec 20, 2015",2015
1972,Dear @sureshpprabhu I received your presentation on Indian  Railways .Most of us are in no mood to open that after you have hiked tatkal rates,"Dec 25, 2015",2015
1973,Everytime something good is said about Indian  Railways you retweet. I appreciate but plz c about Lonand Pandharpur railway. @sureshpprabhu,"Dec 22, 2015",2015
1974,"Dear @sureshpprabhu sir dont treat Indian  railways as Profit-Loss company, it serves far more purposes. #Fuel Efficiency, less #Pollution .","Dec 23, 2015",2015
1975,Twitter is the 139 of Indian  Railways   #indianrailways,"Dec 28, 2015",2015
1976,I've never seen such clean stations & helpful staff in Indian  railways . Thank you @sureshpprabhu &  @RailMinIndia  for making it happen.,"Dec 25, 2015",2015
1977,Indian  Railways always welcomes your kind suggestion to improve further. So please offer your advise for new Railway Budget.,"Dec 29, 2015",2015
1978,Indian  Railways hiking charges every now & then but the root of the problem lies in the 20k+ employees which have to be made redundant!,"Dec 24, 2015",2015
1979,Indian  Railways increases #tatkalticket charges..,"Dec 23, 2015",2015
1980,"Indian  Railways sleeper class is so eventful, it encompasses the whole essence of travel.
On my way to Bharmour in Himachal. #wanderlust","Dec 23, 2015",2015
1981,Are there any lucky ones of us here jinke 2-4k Indian  railways ke TDRs k naam ki bali na chadh gaye ho,"Dec 30, 2015",2015
1982,Saharanpur is a major A category #railway junction of Indian  Railways .,"Dec 28, 2015",2015
1983,on 17th November'15 Indian  Railways hiked minimum train fare from Rs 5 to Rs 10 #RailLooteriBJP,"Dec 30, 2015",2015
1984,witnessing the new and improved indian  railways .. thnx for d good governance. @sureshpprabhu   @RailMinIndia,"Dec 28, 2015",2015
1985,Stuck in special train (going to lko)......just late by 7.52 hrs.....hats off Indian  railways   @RailMinIndia   @sureshpprabhu,"Dec 26, 2015",2015
1986,"IRCTC is offering a API, not public yet, ICICI starts selling rail tickets. Good initiative by Indian  Railways  @sureshpprabhu","Dec 27, 2015",2015
1987,17th November'15 Indian  Railways hiked minimum train fare from Rs 5 to Rs 10 #RailLooteriBJP,"Dec 30, 2015",2015
1988,Wonderful works of @sureshpprabhu in  @RailMinIndia  Sincerely appreciate Sir your contributions to reshape Indian  Railways,"Dec 26, 2015",2015
1989,Excited & eagerly waiting to travel by train after hearing about the complete overhaul of indian  railways  @sureshprabhu   @RailMinIndia,"Dec 31, 2015",2015
1990,Indian  Railways has fans club of its own who lv it in spite of existing problems. @gmner_gkp  @sureshpprabhu   @RailMinIndia,"Dec 24, 2015",2015
1991,17th November'15 Indian  Railways hiked minimum  train fare from Rs 5 to Rs 10#RailLooteriBJP,"Dec 30, 2015",2015
1992,witnessing the new and improved indian  railways .. thnx for d good governance. @sureshpprabhu   @RailMinIndia,"Dec 28, 2015",2015
1993,Stuck in special train (going to lko)......just late by 7.52 hrs.....hats off Indian  railways   @RailMinIndia   @sureshpprabhu,"Dec 26, 2015",2015
1994,"IRCTC is offering a API, not public yet, ICICI starts selling rail tickets. Good initiative by Indian  Railways  @sureshpprabhu","Dec 27, 2015",2015
